frame,x,y,visible,interpolated,score
179,784.21,135.70,1,0,15.285
180,784.33,136.13,1,0,12.785
181,784.62,138.22,1,0,12.003
182,786.47,139.06,1,0,11.685
183,786.46,140.27,1,0,16.017
184,787.31,141.77,1,0,11.772
185,787.80,145.33,1,0,14.990
186,,,0,0,0.054
187,,,0,0,0.077
188,,,0,0,0.366
189,,,0,0,0.383
190,505.95,561.01,1,0,4.343
191,,,0,0,0.119
192,,,0,0,0.312
193,,,0,0,0.038
194,793.96,175.70,1,0,7.180
195,794.23,179.80,1,0,14.777
196,795.22,184.13,1,0,16.370
197,515.62,561.20,1,0,11.280
198,797.45,194.98,1,0,14.368
199,798.18,199.83,1,0,14.673
200,799.14,205.10,1,0,17.987
201,800.31,212.89,1,0,14.321
202,800.74,220.49,1,0,16.500
203,802.18,226.19,1,0,15.053
204,802.95,232.01,1,0,15.177
205,803.69,239.80,1,0,14.672
206,805.64,250.64,1,0,12.688
207,,,0,0,0.440
208,,,0,0,0.228
209,,,0,0,0.209
210,809.72,282.81,1,0,12.344
211,812.60,299.02,1,0,10.431
212,813.01,308.97,1,0,8.407
213,813.56,319.23,1,0,11.854
214,814.43,327.25,1,0,13.967
215,815.99,337.90,1,0,13.818
216,817.79,351.52,1,0,15.070
217,818.82,364.16,1,0,12.432
218,819.96,378.33,1,0,14.185
219,821.93,391.91,1,0,13.143
220,823.35,402.54,1,0,15.242
221,823.54,412.00,1,0,11.520
222,,,0,0,0.207
223,,,0,0,0.280
224,830.03,465.22,1,0,13.192
225,832.13,467.18,1,0,9.115
226,,,0,0,0.171
227,,,0,0,0.025
228,,,0,0,0.317
229,838.01,474.49,1,0,2.098
230,,,0,0,0.347
231,,,0,0,0.120
232,841.48,477.57,1,0,10.584
233,842.84,480.10,1,0,15.438
234,844.04,483.66,1,0,15.719
235,847.01,487.62,1,0,15.760
236,847.92,492.03,1,0,14.874
237,848.52,496.62,1,0,14.131
238,850.44,502.45,1,0,10.408
239,852.05,508.08,1,0,13.981
240,,,0,0,0.456
241,802.00,589.02,1,0,1.025
242,817.17,590.65,1,0,13.866
243,,,0,0,0.306
244,774.69,465.80,1,0,4.847
245,,,0,0,0.321
246,,,0,0,0.380
247,,,0,0,0.446
248,,,0,0,0.449
249,706.30,308.93,1,0,8.414
250,696.36,296.78,1,0,2.658
251,,,0,0,0.245
252,,,0,0,0.266
253,,,0,0,0.238
254,,,0,0,0.158
255,,,0,0,0.074
256,,,0,0,0.185
257,,,0,0,0.036
258,,,0,0,0.102
259,617.81,220.34,1,0,14.445
260,612.91,217.24,1,0,17.641
261,606.38,213.00,1,0,18.587
262,600.14,209.21,1,0,17.241
263,593.43,205.54,1,0,17.438
264,589.07,203.47,1,0,16.527
265,585.21,202.23,1,0,9.985
266,811.19,488.48,1,0,11.598
267,810.17,487.36,1,0,13.110
268,808.99,485.92,1,0,10.430
269,808.28,482.29,1,0,4.492
270,,,0,0,0.344
271,555.59,194.34,1,0,12.581
272,551.91,194.00,1,0,15.599
273,548.20,194.13,1,0,15.922
274,545.20,193.96,1,0,17.330
275,541.39,194.02,1,0,16.639
276,537.76,194.38,1,0,16.732
277,799.41,500.57,1,0,14.331
278,795.73,500.11,1,0,12.143
279,,,0,0,0.165
280,,,0,0,0.481
281,785.00,497.58,1,0,12.981
282,779.82,494.49,1,0,15.414
283,777.02,493.29,1,0,13.613
284,773.04,490.64,1,0,14.889
285,769.68,488.07,1,0,15.500
286,,,0,0,0.409
287,762.37,482.34,1,0,12.489
288,827.04,584.05,1,0,5.558
289,756.00,478.16,1,0,14.187
290,752.98,476.06,1,0,10.503
291,746.97,474.99,1,0,2.305
292,745.95,473.06,1,0,9.959
293,743.31,472.68,1,0,7.833
294,760.53,561.01,1,0,11.317
295,754.57,561.47,1,0,13.099
296,749.22,561.25,1,0,9.561
297,743.53,561.07,1,0,11.925
298,736.04,561.01,1,0,11.327
299,728.94,561.00,1,0,6.695
300,721.80,560.71,1,0,4.995
301,,,0,0,0.210
302,,,0,0,0.171
303,,,0,0,0.253
304,,,0,0,0.062
305,538.00,176.00,1,0,0.544
306,,,0,0,0.361
307,,,0,0,0.338
308,,,0,0,0.150
309,,,0,0,0.499
310,,,0,0,0.336
311,,,0,0,0.095
312,,,0,0,0.321
313,,,0,0,0.445
314,581.40,232.90,1,0,16.196
315,585.77,237.84,1,0,12.702
316,,,0,0,0.206
317,,,0,0,0.254
318,,,0,0,0.237
319,611.13,283.20,1,0,13.388
320,615.59,292.16,1,0,14.292
321,623.01,308.99,1,0,2.138
322,735.00,563.00,1,0,2.259
323,,,0,0,0.095
324,638.82,573.66,1,0,12.316
325,711.34,503.81,1,0,6.912
326,711.26,503.24,1,0,7.155
327,707.85,505.49,1,0,11.776
328,706.15,506.48,1,0,12.325
329,706.27,507.36,1,0,13.387
330,704.52,509.61,1,0,16.087
331,702.78,512.45,1,0,9.787
332,,,0,0,0.312
333,701.63,516.33,1,0,12.806
334,700.65,518.28,1,0,13.535
335,722.93,512.97,1,0,6.892
336,728.96,514.59,1,0,14.879
337,737.44,518.86,1,0,13.499
338,744.38,522.75,1,0,12.879
339,752.19,527.33,1,0,12.011
340,757.67,530.89,1,0,11.534
341,710.23,506.68,1,0,5.329
342,,,0,0,0.320
343,,,0,0,0.189
344,,,0,0,0.090
345,,,0,0,0.230
346,,,0,0,0.329
347,,,0,0,0.282
348,686.90,536.02,1,0,11.384
349,757.48,365.29,1,0,10.252
350,757.19,351.40,1,0,15.225
351,756.45,341.93,1,0,13.564
352,757.02,322.42,1,0,11.742
353,759.45,312.88,1,0,4.004
354,757.85,303.82,1,0,15.412
355,758.35,295.03,1,0,16.072
356,758.61,288.24,1,0,17.147
357,758.35,278.36,1,0,17.578
358,758.64,272.19,1,0,16.681
359,758.76,264.11,1,0,17.414
360,758.78,257.56,1,0,16.229
361,759.03,247.47,1,0,11.422
362,758.58,246.22,1,0,11.362
363,759.76,240.30,1,0,15.315
364,759.75,236.68,1,0,14.535
365,759.50,233.38,1,0,14.612
366,759.83,228.89,1,0,15.088
367,760.00,225.91,1,0,15.030
368,759.95,223.80,1,0,15.211
369,760.16,220.52,1,0,14.956
370,760.09,219.10,1,0,17.209
371,760.30,216.91,1,0,15.130
372,760.00,215.92,1,0,14.493
373,,,0,0,0.490
374,,,0,0,0.157
375,,,0,0,0.405
376,638.58,493.97,1,0,10.308
377,636.91,493.95,1,0,9.342
378,634.14,493.28,1,0,6.896
379,,,0,0,0.463
380,,,0,0,0.144
381,,,0,0,0.038
382,,,0,0,0.148
383,,,0,0,0.266
384,763.71,218.21,1,0,14.860
385,763.93,220.02,1,0,14.741
386,764.37,222.36,1,0,10.018
387,764.18,223.02,1,0,16.449
388,764.61,225.03,1,0,14.744
389,764.60,227.47,1,0,14.063
390,765.90,229.72,1,0,13.654
391,765.58,234.03,1,0,6.006
392,656.14,562.14,1,0,7.891
393,653.86,561.74,1,0,7.976
394,765.49,219.84,1,0,16.487
395,765.53,213.79,1,0,16.374
396,765.24,210.45,1,0,14.936
397,765.33,204.28,1,0,14.923
398,645.38,563.40,1,0,5.776
399,,,0,0,0.415
400,,,0,0,0.440
401,599.69,562.18,1,0,6.439
402,764.53,181.45,1,0,14.050
403,764.14,177.96,1,0,14.759
404,764.50,174.52,1,0,14.114
405,764.20,171.73,1,0,13.915
406,764.52,169.00,1,0,15.175
407,764.17,166.24,1,0,14.819
408,764.05,163.93,1,0,14.286
409,763.92,161.93,1,0,13.738
410,764.17,158.22,1,0,15.059
411,763.91,157.96,1,0,14.436
412,763.60,157.78,1,0,5.089
413,763.43,154.55,1,0,14.844
414,763.22,153.58,1,0,12.841
415,,,0,0,0.402
416,763.55,151.67,1,0,13.615
417,590.29,564.35,1,0,11.242
418,,,0,0,0.300
419,,,0,0,0.201
420,,,0,0,0.096
421,,,0,0,0.024
422,,,0,0,0.102
423,,,0,0,0.076
424,,,0,0,0.105
425,,,0,0,0.333
426,,,0,0,0.230
427,,,0,0,0.469
428,,,0,0,0.159
429,,,0,0,0.068
430,,,0,0,0.046
431,,,0,0,0.047
432,,,0,0,0.040
433,,,0,0,0.041
434,,,0,0,0.065
435,,,0,0,0.045
436,,,0,0,0.027
437,,,0,0,0.021
438,,,0,0,0.088
439,,,0,0,0.280
440,,,0,0,0.412
441,,,0,0,0.369
442,553.76,640.80,1,0,9.836
443,730.00,179.02,1,0,1.037
444,,,0,0,0.500
445,637.19,169.53,1,0,2.876
446,,,0,0,0.248
447,,,0,0,0.311
448,,,0,0,0.327
449,,,0,0,0.151
450,,,0,0,0.427
451,,,0,0,0.148
452,,,0,0,0.063
453,,,0,0,0.071
454,,,0,0,0.076
455,555.86,220.31,1,0,14.691
456,548.67,226.33,1,0,12.931
457,542.69,231.75,1,0,4.996
458,,,0,0,0.091
459,,,0,0,0.103
460,,,0,0,0.227
461,500.79,272.43,1,0,12.521
462,492.00,282.00,1,0,0.507
463,,,0,0,0.201
464,470.63,308.50,1,0,6.909
465,461.14,318.26,1,0,12.815
466,455.14,325.18,1,0,10.519
467,440.77,613.14,1,0,10.949
468,382.72,514.78,1,0,10.009
469,378.21,512.38,1,0,12.844
470,373.85,510.19,1,0,15.589
471,369.01,507.99,1,0,15.522
472,364.41,505.89,1,0,14.136
473,359.64,503.69,1,0,12.770
474,353.03,503.03,1,0,2.138
475,389.15,617.58,1,0,2.767
476,344.62,502.26,1,0,12.280
477,,,0,0,0.437
478,333.75,502.86,1,0,8.229
479,,,0,0,0.495
480,319.60,449.98,1,0,5.579
481,312.77,447.52,1,0,15.769
482,304.58,445.99,1,0,16.876
483,296.79,444.90,1,0,18.684
484,287.18,444.60,1,0,17.628
485,280.03,444.42,1,0,16.581
486,271.38,444.35,1,0,17.133
487,264.87,444.89,1,0,13.264
488,,,0,0,0.475
489,,,0,0,0.227
490,273.01,511.99,1,0,9.097
491,226.82,452.13,1,0,9.456
492,263.07,514.73,1,0,11.315
493,255.04,515.03,1,0,6.974
494,197.02,461.02,1,0,2.101
495,189.33,465.34,1,0,1.540
496,182.03,468.92,1,0,9.611
497,171.97,474.59,1,0,3.822
498,,,0,0,0.216
499,,,0,0,0.155
500,200.96,512.98,1,0,7.092
501,,,0,0,0.327
502,230.84,571.03,1,0,9.388
503,228.81,572.58,1,0,8.500
504,227.26,572.15,1,0,5.995
505,,,0,0,0.433
506,,,0,0,0.413
507,,,0,0,0.301
508,,,0,0,0.270
509,,,0,0,0.124
510,,,0,0,0.059
511,,,0,0,0.428
512,,,0,0,0.335
513,,,0,0,0.227
514,,,0,0,0.217
515,,,0,0,0.500
516,131.64,611.30,1,0,15.101
517,,,0,0,0.127
518,,,0,0,0.103
519,,,0,0,0.386
520,,,0,0,0.115
521,172.00,514.00,1,0,0.504
522,,,0,0,0.129
523,198.99,610.96,1,0,2.098
524,209.20,588.44,1,0,2.692
525,192.33,609.66,1,0,12.338
526,724.98,226.04,1,0,17.188
527,734.72,225.69,1,0,15.753
528,,,0,0,0.430
529,,,0,0,0.139
530,,,0,0,0.076
531,,,0,0,0.191
532,,,0,0,0.086
533,,,0,0,0.280
534,790.00,226.00,1,0,0.502
535,795.16,225.89,1,0,15.296
536,800.18,225.79,1,0,14.749
537,804.26,220.15,1,0,12.276
538,,,0,0,0.399
539,116.26,603.82,1,0,15.308
540,190.55,607.00,1,0,13.402
541,,,0,0,0.392
542,,,0,0,0.025
543,,,0,0,0.200
544,,,0,0,0.073
545,840.28,177.85,1,0,15.140
546,844.30,173.76,1,0,15.074
547,847.77,171.55,1,0,12.340
548,851.68,167.67,1,0,12.009
549,855.77,164.60,1,0,9.422
550,859.54,162.02,1,0,13.793
551,860.43,160.28,1,0,12.477
552,860.98,158.00,1,0,10.098
553,859.16,155.15,1,0,14.126
554,857.99,151.90,1,0,14.560
555,858.06,149.24,1,0,14.390
556,858.11,147.38,1,0,12.112
557,857.10,143.83,1,0,14.044
558,,,0,0,0.201
559,,,0,0,0.085
560,,,0,0,0.035
561,,,0,0,0.086
562,,,0,0,0.161
563,,,0,0,0.193
564,852.00,130.00,1,0,0.537
565,853.65,130.38,1,0,12.304
566,852.55,128.61,1,0,12.633
567,853.67,127.86,1,0,14.040
568,852.30,126.27,1,0,15.367
569,852.15,125.41,1,0,11.460
570,852.03,124.18,1,0,14.283
571,851.82,124.19,1,0,11.870
572,,,0,0,0.474
573,,,0,0,0.217
574,,,0,0,0.288
575,,,0,0,0.323
576,407.48,524.51,1,0,12.822
577,357.42,610.95,1,0,7.799
578,418.99,517.04,1,0,8.337
579,400.21,586.68,1,0,5.195
580,431.01,512.02,1,0,2.099
581,436.00,511.01,1,0,1.020
582,847.60,128.57,1,0,14.523
583,847.46,129.53,1,0,13.341
584,,,0,0,0.400
585,846.42,132.36,1,0,13.938
586,846.48,133.48,1,0,13.961
587,846.09,135.97,1,0,14.555
588,846.02,138.04,1,0,14.224
589,845.97,141.02,1,0,14.981
590,845.54,143.15,1,0,14.939
591,476.85,557.70,1,0,10.361
592,490.87,557.73,1,0,10.505
593,504.12,558.72,1,0,8.768
594,,,0,0,0.139
595,,,0,0,0.256
596,,,0,0,0.343
597,,,0,0,0.405
598,,,0,0,0.487
599,,,0,0,0.470
600,,,0,0,0.126
601,,,0,0,0.201
602,520.23,443.77,1,0,14.728
603,524.01,438.07,1,0,5.362
604,527.98,435.00,1,0,3.447
605,841.09,200.85,1,0,14.599
606,840.06,206.02,1,0,14.624
607,839.76,212.20,1,0,13.675
608,532.05,527.59,1,0,16.400
609,838.00,218.99,1,0,1.039
610,838.13,231.82,1,0,14.809
611,,,0,0,0.410
612,838.26,243.71,1,0,11.818
613,,,0,0,0.139
614,,,0,0,0.112
615,,,0,0,0.176
616,837.21,272.09,1,0,15.567
617,836.05,279.99,1,0,15.034
618,835.95,288.10,1,0,15.168
619,835.73,299.66,1,0,13.525
620,835.68,305.96,1,0,13.917
621,835.40,313.44,1,0,13.775
622,834.97,320.49,1,0,12.940
623,834.75,328.84,1,0,9.008
624,644.33,391.68,1,0,11.641
625,643.98,394.97,1,0,11.831
626,834.08,358.84,1,0,15.334
627,834.96,355.97,1,0,16.067
628,835.70,351.66,1,0,16.333
629,836.14,346.95,1,0,17.091
630,836.58,342.93,1,0,15.732
631,660.48,385.09,1,0,17.360
632,837.98,335.82,1,0,15.030
633,839.88,331.93,1,0,15.443
634,839.96,329.56,1,0,15.621
635,840.35,325.95,1,0,16.400
636,841.02,322.06,1,0,15.542
637,842.05,320.17,1,0,15.103
638,843.48,318.32,1,0,15.321
639,844.03,316.99,1,0,14.350
640,844.24,314.65,1,0,16.820
641,844.62,313.51,1,0,14.282
642,845.99,312.06,1,0,14.609
643,846.96,311.38,1,0,15.098
644,847.83,310.88,1,0,9.536
645,,,0,0,0.099
646,,,0,0,0.106
647,,,0,0,0.107
648,,,0,0,0.241
649,776.62,418.26,1,0,8.214
650,784.71,414.54,1,0,8.460
651,794.88,408.59,1,0,3.775
652,,,0,0,0.239
653,852.80,315.53,1,0,13.923
654,854.00,317.02,1,0,15.019
655,855.28,319.69,1,0,16.373
656,855.54,321.51,1,0,13.159
657,855.82,324.30,1,0,13.098
658,856.26,326.25,1,0,14.363
659,856.60,329.40,1,0,10.744
660,857.07,333.23,1,0,11.287
661,829.00,332.00,1,0,1.007
662,,,0,0,0.301
663,,,0,0,0.192
664,,,0,0,0.348
665,,,0,0,0.416
666,,,0,0,0.428
667,796.02,322.99,1,0,10.246
668,797.04,327.34,1,0,15.032
669,799.64,332.39,1,0,12.957
670,801.80,335.40,1,0,11.680
671,,,0,0,0.406
672,,,0,0,0.088
673,,,0,0,0.029
674,,,0,0,0.076
675,,,0,0,0.175
676,,,0,0,0.028
677,,,0,0,0.341
678,,,0,0,0.382
679,,,0,0,0.069
680,,,0,0,0.067
681,,,0,0,0.115
682,,,0,0,0.179
683,,,0,0,0.166
684,840.73,341.54,1,0,4.518
685,,,0,0,0.287
686,,,0,0,0.171
687,,,0,0,0.315
688,836.49,336.84,1,0,12.120
689,833.31,334.85,1,0,5.144
690,830.68,332.90,1,0,4.956
691,860.87,368.57,1,0,3.842
692,489.50,210.23,1,0,15.213
693,,,0,0,0.307
694,852.98,363.00,1,0,2.060
695,,,0,0,0.224
696,,,0,0,0.256
697,837.75,356.35,1,0,4.365
698,833.13,354.22,1,0,12.226
699,826.79,353.89,1,0,16.589
700,,,0,0,0.134
701,,,0,0,0.048
702,,,0,0,0.209
703,,,0,0,0.095
704,,,0,0,0.194
705,,,0,0,0.075
706,,,0,0,0.150
707,,,0,0,0.201
708,,,0,0,0.290
709,797.70,364.00,1,0,13.578
710,790.56,363.51,1,0,13.031
711,782.02,364.97,1,0,7.169
712,,,0,0,0.390
713,,,0,0,0.061
714,,,0,0,0.034
715,,,0,0,0.426
716,,,0,0,0.163
717,,,0,0,0.120
718,,,0,0,0.041
719,,,0,0,0.359
720,,,0,0,0.255
721,,,0,0,0.176
722,750.93,362.20,1,0,11.879
723,742.02,361.42,1,0,3.833
724,,,0,0,0.496
725,437.88,154.76,1,0,13.212
726,440.21,156.47,1,0,15.612
727,441.94,158.51,1,0,14.338
728,443.67,161.33,1,0,15.450
729,445.11,163.85,1,0,15.269
730,447.06,167.55,1,0,15.282
731,449.06,171.20,1,0,15.327
732,451.29,173.79,1,0,15.848
733,452.76,177.84,1,0,15.426
734,455.77,183.72,1,0,14.717
735,457.55,187.84,1,0,15.355
736,458.57,190.83,1,0,3.746
737,461.79,197.86,1,0,13.808
738,465.63,204.33,1,0,9.381
739,,,0,0,0.387
740,,,0,0,0.037
741,,,0,0,0.390
742,473.16,229.55,1,0,14.311
743,625.31,370.69,1,0,15.545
744,621.44,371.49,1,0,16.505
745,616.86,369.75,1,0,12.375
746,,,0,0,0.159
747,,,0,0,0.478
748,494.32,297.97,1,0,3.239
749,497.11,268.76,1,0,5.944
750,592.27,343.74,1,0,14.562
751,488.68,302.90,1,0,6.538
752,,,0,0,0.215
753,532.35,255.81,1,0,12.454
754,540.85,252.38,1,0,15.027
755,,,0,0,0.367
756,,,0,0,0.306
757,,,0,0,0.246
758,574.95,246.00,1,0,4.550
759,579.72,244.53,1,0,14.099
760,587.80,244.76,1,0,6.425
761,,,0,0,0.443
762,602.00,244.00,1,0,0.515
763,606.90,242.74,1,0,11.259
764,614.29,243.99,1,0,13.947
765,630.25,245.12,1,0,7.727
766,,,0,0,0.194
