Frame,X,Y,Visibility,L,Theta
58,478.1,142.9,1,0.0,0.0
59,478.4,144.5,1,0.0,0.0
60,478.4,145.0,1,0.0,0.0
61,478.8,146.2,1,0.0,0.0
62,478.8,147.9,1,0.0,0.0
63,478.6,149.7,1,0.0,0.0
64,478.5,151.9,1,0.0,0.0
65,478.8,154.2,1,0.0,0.0
66,478.6,156.5,1,0.0,0.0
67,478.9,159.0,1,0.0,0.0
68,479.6,162.2,1,0.0,0.0
69,480.2,165.4,1,0.0,0.0
70,480.7,169.4,1,0.0,0.0
71,481.2,173.4,1,0.0,0.0
72,482.0,177.2,1,0.0,0.0
73,482.8,180.8,1,0.0,0.0
74,483.5,184.7,1,0.0,0.0
75,483.9,189.2,1,0.0,0.0
76,484.7,194.8,1,0.0,0.0
77,485.3,200.1,1,0.0,0.0
78,485.8,205.1,1,0.0,0.0
79,486.3,210.4,1,0.0,0.0
80,486.7,217.1,1,0.0,0.0
81,487.4,223.9,1,0.0,0.0
82,488.7,230.7,1,0.0,0.0
83,489.8,236.6,1,0.0,0.0
84,490.0,242.2,1,0.0,0.0
85,491.0,254.5,1,0.0,0.0
86,491.8,265.4,1,0.0,0.0
87,492.1,272.1,1,0.0,0.0
88,492.3,275.9,1,0.0,0.0
89,493.4,285.2,1,0.0,0.0
90,494.3,296.0,1,0.0,0.0
91,494.8,306.1,1,0.0,0.0
92,495.6,316.1,1,0.0,0.0
93,497.2,325.1,1,0.0,0.0
94,498.4,338.7,1,0.0,0.0
95,499.1,351.0,1,0.0,0.0
96,499.9,362.6,1,0.0,0.0
97,501.1,373.7,1,0.0,0.0
98,501.4,386.0,1,0.0,0.0
99,501.2,397.9,1,0.0,0.0
100,507.7,412.4,1,0.0,0.0
101,516.7,425.6,1,0.0,0.0
102,523.3,432.8,1,0.0,0.0
103,524.3,436.2,1,0.0,0.0
104,526.4,440.6,1,0.0,0.0
105,528.5,444.9,1,0.0,0.0
106,530.6,449.3,1,0.0,0.0
107,532.8,453.6,1,0.0,0.0
108,534.9,458.0,1,0.0,0.0
109,537.5,462.5,1,0.0,0.0
110,539.8,466.8,1,0.0,0.0
111,531.6,466.5,1,0.0,0.0
112,520.3,464.4,1,0.0,0.0
113,514.0,463.9,1,0.0,0.0
114,517.3,466.4,1,0.0,0.0
115,518.9,468.3,1,0.0,0.0
116,519.8,469.4,1,0.0,0.0
117,520.2,471.2,1,0.0,0.0
118,520.8,473.2,1,0.0,0.0
119,522.0,476.1,1,0.0,0.0
120,523.4,479.0,1,0.0,0.0
121,524.4,482.2,1,0.0,0.0
122,525.4,485.6,1,0.0,0.0
123,525.4,491.2,1,0.0,0.0
124,542.1,461.6,1,0.0,0.0
125,557.1,435.4,1,0.0,0.0
126,570.7,411.5,1,0.0,0.0
127,581.2,392.8,1,0.0,0.0
128,588.6,379.8,1,0.0,0.0
129,596.9,365.7,1,0.0,0.0
130,606.8,350.7,1,0.0,0.0
131,618.2,333.4,1,0.0,0.0
132,629.1,317.4,1,0.0,0.0
133,638.6,303.5,1,0.0,0.0
134,645.8,293.4,1,0.0,0.0
135,650.6,286.8,1,0.0,0.0
136,657.9,278.3,1,0.0,0.0
137,666.0,268.2,1,0.0,0.0
138,673.4,259.4,1,0.0,0.0
139,679.3,253.2,1,0.0,0.0
140,685.9,246.5,1,0.0,0.0
141,691.2,241.2,1,0.0,0.0
142,695.5,237.7,1,0.0,0.0
143,700.2,234.8,1,0.0,0.0
144,704.9,232.0,1,0.0,0.0
145,709.4,229.2,1,0.0,0.0
146,713.4,226.8,1,0.0,0.0
147,717.6,224.7,1,0.0,0.0
148,721.5,223.2,1,0.0,0.0
149,725.6,222.0,1,0.0,0.0
150,729.3,221.3,1,0.0,0.0
151,733.1,220.9,1,0.0,0.0
152,736.3,220.8,1,0.0,0.0
153,739.5,221.1,1,0.0,0.0
154,742.5,221.8,1,0.0,0.0
155,745.7,222.6,1,0.0,0.0
156,748.9,223.5,1,0.0,0.0
157,752.3,225.0,1,0.0,0.0
158,754.4,224.4,1,0.0,0.0
159,755.8,219.9,1,0.0,0.0
160,756.7,215.5,1,0.0,0.0
161,759.2,207.5,1,0.0,0.0
162,761.7,197.9,1,0.0,0.0
163,763.7,189.5,1,0.0,0.0
164,764.1,184.1,1,0.0,0.0
165,765.6,178.1,1,0.0,0.0
166,767.5,172.9,1,0.0,0.0
167,769.3,169.5,1,0.0,0.0
168,769.9,165.2,1,0.0,0.0
169,771.4,161.6,1,0.0,0.0
170,772.6,157.8,1,0.0,0.0
171,774.0,153.8,1,0.0,0.0
172,775.9,150.4,1,0.0,0.0
173,778.0,147.9,1,0.0,0.0
174,779.2,145.3,1,0.0,0.0
175,780.8,141.6,1,0.0,0.0
176,782.2,139.2,1,0.0,0.0
177,783.1,138.1,1,0.0,0.0
178,784.4,136.7,1,0.0,0.0
179,785.8,134.9,1,0.0,0.0
180,785.7,135.2,1,0.0,0.0
181,785.2,137.1,1,0.0,0.0
182,786.0,139.0,1,0.0,0.0
183,787.3,141.0,1,0.0,0.0
184,788.5,143.5,1,0.0,0.0
185,789.3,146.3,1,0.0,0.0
186,790.0,149.6,1,0.0,0.0
187,790.6,153.0,1,0.0,0.0
188,791.2,156.4,1,0.0,0.0
189,791.8,159.8,1,0.0,0.0
190,792.4,163.2,1,0.0,0.0
191,793.0,166.5,1,0.0,0.0
192,793.6,169.9,1,0.0,0.0
193,794.2,173.3,1,0.0,0.0
194,794.7,176.5,1,0.0,0.0
195,795.4,180.4,1,0.0,0.0
196,796.6,185.0,1,0.0,0.0
197,797.9,190.4,1,0.0,0.0
198,798.5,195.4,1,0.0,0.0
199,799.2,201.2,1,0.0,0.0
200,799.8,207.0,1,0.0,0.0
201,800.7,213.5,1,0.0,0.0
202,801.5,220.4,1,0.0,0.0
203,802.9,227.0,1,0.0,0.0
204,803.8,233.0,1,0.0,0.0
205,805.0,240.2,1,0.0,0.0
206,806.8,252.8,1,0.0,0.0
207,808.5,262.1,1,0.0,0.0
208,809.0,268.6,1,0.0,0.0
209,809.2,273.4,1,0.0,0.0
210,810.4,284.9,1,0.0,0.0
211,812.2,297.3,1,0.0,0.0
212,813.6,308.4,1,0.0,0.0
213,814.3,317.5,1,0.0,0.0
214,815.2,326.9,1,0.0,0.0
215,816.8,338.6,1,0.0,0.0
216,818.6,351.3,1,0.0,0.0
217,819.5,365.8,1,0.0,0.0
218,820.4,379.5,1,0.0,0.0
219,821.9,391.3,1,0.0,0.0
220,823.5,400.4,1,0.0,0.0
221,824.8,416.4,1,0.0,0.0
222,826.5,436.1,1,0.0,0.0
223,828.6,455.0,1,0.0,0.0
224,830.0,463.3,1,0.0,0.0
225,830.5,466.7,1,0.0,0.0
226,832.2,466.7,1,0.0,0.0
227,834.0,467.3,1,0.0,0.0
228,835.9,468.0,1,0.0,0.0
229,837.1,470.0,1,0.0,0.0
230,838.7,472.5,1,0.0,0.0
231,839.8,474.7,1,0.0,0.0
232,841.3,477.2,1,0.0,0.0
233,843.1,480.5,1,0.0,0.0
234,844.7,483.8,1,0.0,0.0
235,846.0,487.8,1,0.0,0.0
236,847.9,492.5,1,0.0,0.0
237,849.4,497.7,1,0.0,0.0
238,850.7,503.5,1,0.0,0.0
239,852.5,508.6,1,0.0,0.0
240,835.9,484.5,1,0.0,0.0
241,819.4,460.5,1,0.0,0.0
242,802.9,436.6,1,0.0,0.0
243,785.7,411.5,1,0.0,0.0
244,769.4,388.4,1,0.0,0.0
245,755.8,370.1,1,0.0,0.0
246,743.6,355.4,1,0.0,0.0
247,728.2,336.3,1,0.0,0.0
248,714.9,319.2,1,0.0,0.0
249,704.3,305.8,1,0.0,0.0
250,697.7,298.2,1,0.0,0.0
251,686.3,285.7,1,0.0,0.0
252,677.8,275.7,1,0.0,0.0
253,666.8,263.6,1,0.0,0.0
254,658.1,255.1,1,0.0,0.0
255,648.6,247.4,1,0.0,0.0
256,642.0,241.6,1,0.0,0.0
257,633.8,234.0,1,0.0,0.0
258,625.9,226.7,1,0.0,0.0
259,619.7,222.6,1,0.0,0.0
260,613.6,218.1,1,0.0,0.0
261,607.1,213.6,1,0.0,0.0
262,600.3,209.2,1,0.0,0.0
263,594.6,206.5,1,0.0,0.0
264,589.4,204.1,1,0.0,0.0
265,584.1,202.0,1,0.0,0.0
266,581.0,200.8,1,0.0,0.0
267,579.6,200.0,1,0.0,0.0
268,574.4,198.1,1,0.0,0.0
269,566.9,195.7,1,0.0,0.0
270,560.7,194.6,1,0.0,0.0
271,557.0,195.0,1,0.0,0.0
272,552.8,194.8,1,0.0,0.0
273,548.9,194.7,1,0.0,0.0
274,545.5,194.8,1,0.0,0.0
275,542.0,195.0,1,0.0,0.0
276,539.0,194.7,1,0.0,0.0
277,535.9,193.9,1,0.0,0.0
278,533.0,192.9,1,0.0,0.0
279,530.1,191.9,1,0.0,0.0
280,527.1,191.0,1,0.0,0.0
281,524.2,190.0,1,0.0,0.0
282,521.3,189.4,1,0.0,0.0
283,518.3,187.2,1,0.0,0.0
284,516.3,183.6,1,0.0,0.0
285,514.3,177.8,1,0.0,0.0
286,511.0,170.2,1,0.0,0.0
287,508.1,163.7,1,0.0,0.0
288,506.7,160.5,1,0.0,0.0
289,506.0,158.8,1,0.0,0.0
290,504.0,155.7,1,0.0,0.0
291,501.9,152.5,1,0.0,0.0
292,499.5,149.3,1,0.0,0.0
293,496.9,145.9,1,0.0,0.0
294,495.1,143.2,1,0.0,0.0
295,496.1,143.1,1,0.0,0.0
296,499.8,145.6,1,0.0,0.0
297,504.5,148.9,1,0.0,0.0
298,508.8,151.9,1,0.0,0.0
299,513.1,154.9,1,0.0,0.0
300,517.5,157.9,1,0.0,0.0
301,521.8,160.9,1,0.0,0.0
302,526.2,163.9,1,0.0,0.0
303,530.5,167.0,1,0.0,0.0
304,534.6,170.4,1,0.0,0.0
305,538.1,174.3,1,0.0,0.0
306,542.8,179.7,1,0.0,0.0
307,548.3,186.0,1,0.0,0.0
308,554.0,192.2,1,0.0,0.0
309,556.0,197.1,1,0.0,0.0
310,559.6,203.1,1,0.0,0.0
311,565.2,211.0,1,0.0,0.0
312,572.5,218.8,1,0.0,0.0
313,577.6,226.4,1,0.0,0.0
314,582.5,233.5,1,0.0,0.0
315,584.5,237.0,1,0.0,0.0
316,589.5,244.9,1,0.0,0.0
317,597.3,258.7,1,0.0,0.0
318,606.3,274.1,1,0.0,0.0
319,611.0,282.8,1,0.0,0.0
320,616.0,292.4,1,0.0,0.0
321,623.1,306.3,1,0.0,0.0
322,630.9,319.9,1,0.0,0.0
323,638.0,332.4,1,0.0,0.0
324,643.8,343.9,1,0.0,0.0
325,649.7,357.7,1,0.0,0.0
326,655.3,370.3,1,0.0,0.0
327,662.4,386.8,1,0.0,0.0
328,671.2,405.4,1,0.0,0.0
329,679.7,423.5,1,0.0,0.0
330,684.3,434.4,1,0.0,0.0
331,688.7,444.5,1,0.0,0.0
332,695.3,456.3,1,0.0,0.0
333,704.2,471.5,1,0.0,0.0
334,712.5,486.1,1,0.0,0.0
335,720.8,501.5,1,0.0,0.0
336,729.4,513.4,1,0.0,0.0
337,737.7,520.4,1,0.0,0.0
338,744.7,525.0,1,0.0,0.0
339,750.7,526.4,1,0.0,0.0
340,758.6,530.3,1,0.0,0.0
341,759.0,506.5,1,0.0,0.0
342,759.2,483.9,1,0.0,0.0
343,759.2,461.9,1,0.0,0.0
344,759.3,446.6,1,0.0,0.0
345,759.9,429.7,1,0.0,0.0
346,759.7,411.2,1,0.0,0.0
347,759.0,389.7,1,0.0,0.0
348,758.8,375.9,1,0.0,0.0
349,758.8,364.3,1,0.0,0.0
350,758.6,350.4,1,0.0,0.0
351,758.1,336.9,1,0.0,0.0
352,758.4,325.2,1,0.0,0.0
353,759.0,315.0,1,0.0,0.0
354,759.4,305.1,1,0.0,0.0
355,759.5,296.4,1,0.0,0.0
356,759.1,288.4,1,0.0,0.0
357,758.7,280.4,1,0.0,0.0
358,759.0,272.1,1,0.0,0.0
359,759.6,265.0,1,0.0,0.0
360,759.4,258.4,1,0.0,0.0
361,759.1,252.4,1,0.0,0.0
362,759.4,246.9,1,0.0,0.0
363,760.1,242.1,1,0.0,0.0
364,760.1,238.1,1,0.0,0.0
365,760.0,234.3,1,0.0,0.0
366,760.2,230.4,1,0.0,0.0
367,760.5,227.1,1,0.0,0.0
368,760.6,224.7,1,0.0,0.0
369,760.4,222.2,1,0.0,0.0
370,760.8,219.8,1,0.0,0.0
371,760.8,218.1,1,0.0,0.0
372,761.1,216.8,1,0.0,0.0
373,761.7,215.7,1,0.0,0.0
374,762.0,214.6,1,0.0,0.0
375,761.5,213.9,1,0.0,0.0
376,761.6,213.7,1,0.0,0.0
377,761.8,213.0,1,0.0,0.0
378,761.8,212.7,1,0.0,0.0
379,762.2,213.3,1,0.0,0.0
380,763.3,214.1,1,0.0,0.0
381,764.1,214.2,1,0.0,0.0
382,764.7,215.4,1,0.0,0.0
383,764.6,217.0,1,0.0,0.0
384,764.5,218.4,1,0.0,0.0
385,764.5,219.9,1,0.0,0.0
386,764.8,221.9,1,0.0,0.0
387,765.1,223.6,1,0.0,0.0
388,765.2,225.3,1,0.0,0.0
389,765.4,227.3,1,0.0,0.0
390,765.6,230.0,1,0.0,0.0
391,766.0,233.3,1,0.0,0.0
392,766.0,232.9,1,0.0,0.0
393,765.8,227.6,1,0.0,0.0
394,765.9,220.2,1,0.0,0.0
395,766.3,215.1,1,0.0,0.0
396,766.1,209.8,1,0.0,0.0
397,765.9,206.0,1,0.0,0.0
398,765.3,200.4,1,0.0,0.0
399,764.8,195.0,1,0.0,0.0
400,765.0,189.6,1,0.0,0.0
401,765.8,186.4,1,0.0,0.0
402,765.8,182.3,1,0.0,0.0
403,765.5,178.4,1,0.0,0.0
404,765.5,175.1,1,0.0,0.0
405,765.6,172.3,1,0.0,0.0
406,765.8,169.2,1,0.0,0.0
407,765.3,166.6,1,0.0,0.0
408,764.7,163.9,1,0.0,0.0
409,764.9,161.1,1,0.0,0.0
410,765.1,158.8,1,0.0,0.0
411,765.1,157.6,1,0.0,0.0
412,764.8,156.6,1,0.0,0.0
413,764.4,155.2,1,0.0,0.0
414,763.7,154.2,1,0.0,0.0
415,766.5,150.3,1,0.0,0.0
416,756.0,158.0,1,0.0,0.0
417,741.0,170.9,1,0.0,0.0
418,735.2,178.9,1,0.0,0.0
419,734.7,184.8,1,0.0,0.0
420,765.9,197.0,1,0.0,0.0
421,755.0,185.9,1,0.0,0.0
422,751.6,174.2,1,0.0,0.0
423,755.8,161.6,1,0.0,0.0
424,767.4,148.3,1,0.0,0.0
425,762.3,155.4,1,0.0,0.0
426,763.5,154.8,1,0.0,0.0
427,762.5,154.6,1,0.0,0.0
428,759.3,155.8,1,0.0,0.0
429,753.5,155.1,1,0.0,0.0
430,746.0,153.9,1,0.0,0.0
431,738.9,152.9,1,0.0,0.0
432,731.9,151.8,1,0.0,0.0
433,724.8,150.8,1,0.0,0.0
434,717.8,149.5,1,0.0,0.0
435,710.4,149.4,1,0.0,0.0
436,704.1,149.6,1,0.0,0.0
437,698.0,150.4,1,0.0,0.0
438,691.1,151.3,1,0.0,0.0
439,682.5,153.5,1,0.0,0.0
440,675.2,155.0,1,0.0,0.0
441,669.3,156.4,1,0.0,0.0
442,661.0,159.1,1,0.0,0.0
443,652.1,162.4,1,0.0,0.0
444,644.0,165.6,1,0.0,0.0
445,637.4,168.6,1,0.0,0.0
446,631.0,171.3,1,0.0,0.0
447,623.8,174.7,1,0.0,0.0
448,614.4,180.1,1,0.0,0.0
449,605.3,185.8,1,0.0,0.0
450,598.4,190.8,1,0.0,0.0
451,590.5,196.3,1,0.0,0.0
452,579.8,203.2,1,0.0,0.0
453,571.3,209.4,1,0.0,0.0
454,563.9,215.6,1,0.0,0.0
455,557.0,221.7,1,0.0,0.0
456,549.9,227.0,1,0.0,0.0
457,533.5,242.0,1,0.0,0.0
458,517.1,257.6,1,0.0,0.0
459,509.1,265.4,1,0.0,0.0
460,509.3,265.4,1,0.0,0.0
461,502.7,273.0,1,0.0,0.0
462,491.6,285.5,1,0.0,0.0
463,480.7,297.4,1,0.0,0.0
464,471.5,307.7,1,0.0,0.0
465,463.6,317.9,1,0.0,0.0
466,455.5,327.8,1,0.0,0.0
467,443.5,342.3,1,0.0,0.0
468,431.9,356.7,1,0.0,0.0
469,421.9,370.2,1,0.0,0.0
470,414.4,380.4,1,0.0,0.0
471,405.0,393.8,1,0.0,0.0
472,391.9,413.4,1,0.0,0.0
473,379.5,431.8,1,0.0,0.0
474,370.1,445.9,1,0.0,0.0
475,363.1,453.9,1,0.0,0.0
476,354.6,459.2,1,0.0,0.0
477,346.3,458.4,1,0.0,0.0
478,338.8,455.0,1,0.0,0.0
479,331.4,452.2,1,0.0,0.0
480,323.3,449.8,1,0.0,0.0
481,314.4,448.2,1,0.0,0.0
482,305.6,446.9,1,0.0,0.0
483,297.5,446.1,1,0.0,0.0
484,289.3,445.6,1,0.0,0.0
485,281.2,445.6,1,0.0,0.0
486,273.2,445.7,1,0.0,0.0
487,263.4,446.1,1,0.0,0.0
488,256.9,446.4,1,0.0,0.0
489,248.8,447.5,1,0.0,0.0
490,238.6,450.1,1,0.0,0.0
491,226.3,452.9,1,0.0,0.0
492,218.0,455.7,1,0.0,0.0
493,208.8,458.6,1,0.0,0.0
494,199.8,461.8,1,0.0,0.0
495,191.3,465.4,1,0.0,0.0
496,182.0,469.9,1,0.0,0.0
497,172.0,475.2,1,0.0,0.0
498,165.1,480.1,1,0.0,0.0
499,196.1,463.3,1,0.0,0.0
500,227.0,446.5,1,0.0,0.0
501,258.0,429.8,1,0.0,0.0
502,289.0,413.0,1,0.0,0.0
503,320.0,396.3,1,0.0,0.0
504,351.0,379.5,1,0.0,0.0
505,382.0,362.8,1,0.0,0.0
506,413.0,346.0,1,0.0,0.0
507,444.3,328.8,1,0.0,0.0
508,475.2,313.2,1,0.0,0.0
509,500.9,301.4,1,0.0,0.0
510,518.5,294.2,1,0.0,0.0
511,537.2,284.6,1,0.0,0.0
512,557.2,274.9,1,0.0,0.0
513,574.8,267.2,1,0.0,0.0
514,586.7,263.9,1,0.0,0.0
515,599.8,259.7,1,0.0,0.0
516,612.8,255.5,1,0.0,0.0
517,625.9,251.3,1,0.0,0.0
518,638.9,247.2,1,0.0,0.0
519,652.2,242.8,1,0.0,0.0
520,666.2,238.7,1,0.0,0.0
521,676.7,236.2,1,0.0,0.0
522,685.9,234.2,1,0.0,0.0
523,696.3,232.0,1,0.0,0.0
524,708.4,229.2,1,0.0,0.0
525,718.2,227.9,1,0.0,0.0
526,727.1,226.8,1,0.0,0.0
527,736.1,226.1,1,0.0,0.0
528,744.1,225.3,1,0.0,0.0
529,751.8,225.3,1,0.0,0.0
530,759.6,225.1,1,0.0,0.0
531,767.3,224.9,1,0.0,0.0
532,774.8,225.0,1,0.0,0.0
533,782.4,225.1,1,0.0,0.0
534,789.4,225.1,1,0.0,0.0
535,795.6,226.0,1,0.0,0.0
536,800.9,224.9,1,0.0,0.0
537,805.2,221.4,1,0.0,0.0
538,812.1,212.2,1,0.0,0.0
539,819.5,203.3,1,0.0,0.0
540,825.4,196.2,1,0.0,0.0
541,827.7,192.9,1,0.0,0.0
542,830.7,188.6,1,0.0,0.0
543,834.0,185.1,1,0.0,0.0
544,837.7,182.0,1,0.0,0.0
545,841.5,178.8,1,0.0,0.0
546,845.1,174.9,1,0.0,0.0
547,849.1,171.6,1,0.0,0.0
548,852.8,168.7,1,0.0,0.0
549,856.4,166.0,1,0.0,0.0
550,859.4,163.3,1,0.0,0.0
551,861.4,160.3,1,0.0,0.0
552,861.3,157.3,1,0.0,0.0
553,860.4,155.0,1,0.0,0.0
554,858.6,153.0,1,0.0,0.0
555,857.3,150.6,1,0.0,0.0
556,857.3,147.0,1,0.0,0.0
557,858.2,143.7,1,0.0,0.0
558,858.3,141.8,1,0.0,0.0
559,858.1,140.6,1,0.0,0.0
560,858.0,139.2,1,0.0,0.0
561,857.9,137.9,1,0.0,0.0
562,857.7,136.5,1,0.0,0.0
563,857.9,135.2,1,0.0,0.0
564,856.8,133.5,1,0.0,0.0
565,854.9,131.8,1,0.0,0.0
566,852.1,129.8,1,0.0,0.0
567,0.0,0.0,0,0.0,0.0
568,0.0,0.0,0,0.0,0.0
569,0.0,0.0,0,0.0,0.0
570,0.0,0.0,0,0.0,0.0
571,0.0,0.0,0,0.0,0.0
572,0.0,0.0,0,0.0,0.0
573,0.0,0.0,0,0.0,0.0
574,0.0,0.0,0,0.0,0.0
575,0.0,0.0,0,0.0,0.0
576,0.0,0.0,0,0.0,0.0
577,0.0,0.0,0,0.0,0.0
578,0.0,0.0,0,0.0,0.0
579,0.0,0.0,0,0.0,0.0
580,0.0,0.0,0,0.0,0.0
581,0.0,0.0,0,0.0,0.0
582,0.0,0.0,0,0.0,0.0
583,0.0,0.0,0,0.0,0.0
584,0.0,0.0,0,0.0,0.0
585,0.0,0.0,0,0.0,0.0
586,0.0,0.0,0,0.0,0.0
587,842.8,139.8,1,0.0,0.0
588,844.7,139.6,1,0.0,0.0
589,845.7,140.9,1,0.0,0.0
590,845.3,143.8,1,0.0,0.0
591,845.0,147.3,1,0.0,0.0
592,844.6,151.2,1,0.0,0.0
593,844.3,155.0,1,0.0,0.0
594,843.9,158.7,1,0.0,0.0
595,843.6,162.5,1,0.0,0.0
596,843.2,166.3,1,0.0,0.0
597,842.9,170.0,1,0.0,0.0
598,842.5,173.8,1,0.0,0.0
599,842.2,177.6,1,0.0,0.0
600,841.8,181.3,1,0.0,0.0
601,841.5,185.1,1,0.0,0.0
602,841.1,188.7,1,0.0,0.0
603,840.9,193.0,1,0.0,0.0
604,841.1,197.6,1,0.0,0.0
605,840.9,202.4,1,0.0,0.0
606,840.4,207.6,1,0.0,0.0
607,840.2,213.8,1,0.0,0.0
608,840.4,218.8,1,0.0,0.0
609,839.8,223.8,1,0.0,0.0
610,839.5,230.7,1,0.0,0.0
611,839.5,239.0,1,0.0,0.0
612,839.5,246.9,1,0.0,0.0
613,839.1,254.0,1,0.0,0.0
614,838.8,258.3,1,0.0,0.0
615,838.4,263.4,1,0.0,0.0
616,837.6,271.2,1,0.0,0.0
617,837.1,281.0,1,0.0,0.0
618,836.7,289.4,1,0.0,0.0
619,836.5,298.4,1,0.0,0.0
620,836.1,306.7,1,0.0,0.0
621,835.8,314.0,1,0.0,0.0
622,835.6,321.0,1,0.0,0.0
623,835.3,330.9,1,0.0,0.0
624,834.9,341.7,1,0.0,0.0
625,834.5,352.0,1,0.0,0.0
626,834.5,357.4,1,0.0,0.0
627,835.0,357.3,1,0.0,0.0
628,835.8,352.3,1,0.0,0.0
629,836.4,347.5,1,0.0,0.0
630,837.1,343.7,1,0.0,0.0
631,837.9,340.3,1,0.0,0.0
632,838.9,336.8,1,0.0,0.0
633,839.8,333.6,1,0.0,0.0
634,840.5,330.1,1,0.0,0.0
635,841.3,327.3,1,0.0,0.0
636,842.2,324.4,1,0.0,0.0
637,843.4,322.0,1,0.0,0.0
638,844.4,319.5,1,0.0,0.0
639,845.0,317.4,1,0.0,0.0
640,845.0,315.5,1,0.0,0.0
641,845.6,314.6,1,0.0,0.0
642,846.6,314.0,1,0.0,0.0
643,847.6,312.7,1,0.0,0.0
644,848.0,311.4,1,0.0,0.0
645,848.6,310.7,1,0.0,0.0
646,849.1,310.6,1,0.0,0.0
647,849.5,310.3,1,0.0,0.0
648,850.2,310.5,1,0.0,0.0
649,851.3,311.4,1,0.0,0.0
650,851.9,312.3,1,0.0,0.0
651,852.8,313.0,1,0.0,0.0
652,853.6,314.1,1,0.0,0.0
653,854.6,315.6,1,0.0,0.0
654,854.8,317.3,1,0.0,0.0
655,855.1,319.7,1,0.0,0.0
656,855.7,322.1,1,0.0,0.0
657,856.6,324.5,1,0.0,0.0
658,857.3,327.3,1,0.0,0.0
659,858.0,330.4,1,0.0,0.0
660,857.6,333.7,1,0.0,0.0
661,840.4,325.0,1,0.0,0.0
662,823.3,316.3,1,0.0,0.0
663,806.2,307.6,1,0.0,0.0
664,789.0,298.9,1,0.0,0.0
665,771.6,289.8,1,0.0,0.0
666,755.1,282.3,1,0.0,0.0
667,742.5,276.1,1,0.0,0.0
668,730.9,271.0,1,0.0,0.0
669,717.3,265.5,1,0.0,0.0
670,701.2,260.5,1,0.0,0.0
671,686.3,255.9,1,0.0,0.0
672,672.5,251.9,1,0.0,0.0
673,659.5,248.3,1,0.0,0.0
674,646.3,244.6,1,0.0,0.0
675,632.8,240.8,1,0.0,0.0
676,620.1,237.5,1,0.0,0.0
677,611.5,235.6,1,0.0,0.0
678,601.7,234.3,1,0.0,0.0
679,590.8,233.4,1,0.0,0.0
680,578.9,231.3,1,0.0,0.0
681,570.2,229.9,1,0.0,0.0
682,560.5,229.6,1,0.0,0.0
683,551.9,230.8,1,0.0,0.0
684,543.7,231.3,1,0.0,0.0
685,535.4,231.8,1,0.0,0.0
686,527.1,232.1,1,0.0,0.0
687,519.8,233.1,1,0.0,0.0
688,516.1,235.8,1,0.0,0.0
689,509.8,232.3,1,0.0,0.0
690,502.1,223.8,1,0.0,0.0
691,494.3,214.6,1,0.0,0.0
692,489.9,210.1,1,0.0,0.0
693,484.8,204.3,1,0.0,0.0
694,479.9,198.7,1,0.0,0.0
695,474.8,192.6,1,0.0,0.0
696,470.3,188.7,1,0.0,0.0
697,465.9,186.5,1,0.0,0.0
