Frame,X,Y,Visibility,L,Theta
74,638.5,229.4,1,0.0,0.0
75,628.3,224.6,1,0.0,0.0
76,612.8,222.5,1,0.0,0.0
77,599.0,222.0,1,0.0,0.0
78,585.9,221.5,1,0.0,0.0
79,574.6,221.1,1,0.0,0.0
80,570.9,217.8,1,0.0,0.0
81,557.9,224.7,1,0.0,0.0
82,556.3,206.4,1,0.0,0.0
83,550.4,192.7,1,0.0,0.0
84,540.5,182.8,1,0.0,0.0
85,528.4,178.6,1,0.0,0.0
86,518.4,175.1,1,0.0,0.0
87,514.5,165.9,1,0.0,0.0
88,509.4,155.8,1,0.0,0.0
89,504.0,145.2,1,0.0,0.0
90,500.2,138.3,1,0.0,0.0
91,496.4,136.5,1,0.0,0.0
92,491.1,136.5,1,0.0,0.0
93,484.7,139.4,1,0.0,0.0
94,482.2,134.2,1,0.0,0.0
95,479.6,137.8,1,0.0,0.0
96,477.9,141.0,1,0.0,0.0
97,477.2,143.8,1,0.0,0.0
98,477.6,146.2,1,0.0,0.0
99,502.3,133.4,1,0.0,0.0
100,496.6,141.0,1,0.0,0.0
101,492.6,149.4,1,0.0,0.0
102,487.0,160.0,1,0.0,0.0
103,491.1,167.3,1,0.0,0.0
104,501.8,172.0,1,0.0,0.0
105,509.0,180.2,1,0.0,0.0
106,510.5,192.4,1,0.0,0.0
107,504.8,207.0,1,0.0,0.0
108,506.2,222.3,1,0.0,0.0
109,513.3,241.2,1,0.0,0.0
110,520.4,262.8,1,0.0,0.0
111,521.3,285.0,1,0.0,0.0
112,523.7,310.2,1,0.0,0.0
113,525.5,339.1,1,0.0,0.0
114,528.0,369.1,1,0.0,0.0
115,531.5,392.7,1,0.0,0.0
116,534.9,409.5,1,0.0,0.0
117,537.3,422.8,1,0.0,0.0
118,539.8,437.1,1,0.0,0.0
119,542.4,451.4,1,0.0,0.0
120,545.3,466.7,1,0.0,0.0
121,546.5,477.1,1,0.0,0.0
122,546.6,484.4,1,0.0,0.0
123,0.0,0.0,0,0.0,0.0
124,594.0,407.8,1,0.0,0.0
125,615.1,375.3,1,0.0,0.0
126,629.5,342.6,1,0.0,0.0
127,633.2,300.9,1,0.0,0.0
128,639.1,278.5,1,0.0,0.0
129,644.8,261.9,1,0.0,0.0
130,661.7,253.8,1,0.0,0.0
131,680.9,247.0,1,0.0,0.0
132,693.2,235.0,1,0.0,0.0
133,701.6,221.9,1,0.0,0.0
134,709.5,215.2,1,0.0,0.0
135,716.4,211.3,1,0.0,0.0
136,722.5,210.1,1,0.0,0.0
137,728.9,208.2,1,0.0,0.0
138,734.7,206.3,1,0.0,0.0
139,739.8,204.4,1,0.0,0.0
140,744.2,202.6,1,0.0,0.0
141,748.8,200.7,1,0.0,0.0
142,753.5,200.6,1,0.0,0.0
143,759.9,192.3,1,0.0,0.0
144,754.4,179.3,1,0.0,0.0
145,754.0,170.3,1,0.0,0.0
146,757.4,169.0,1,0.0,0.0
147,765.2,164.7,1,0.0,0.0
148,760.6,157.2,1,0.0,0.0
149,758.3,150.4,1,0.0,0.0
150,755.9,143.6,1,0.0,0.0
151,752.6,136.4,1,0.0,0.0
152,753.1,130.9,1,0.0,0.0
153,759.0,127.9,1,0.0,0.0
154,772.1,125.6,1,0.0,0.0
155,769.3,127.6,1,0.0,0.0
156,753.8,133.7,1,0.0,0.0
157,733.7,141.4,1,0.0,0.0
158,723.3,145.7,1,0.0,0.0
159,710.3,152.0,1,0.0,0.0
160,695.6,160.4,1,0.0,0.0
161,679.4,169.6,1,0.0,0.0
162,664.0,181.3,1,0.0,0.0
163,652.5,195.5,1,0.0,0.0
164,646.0,210.8,1,0.0,0.0
165,638.4,223.6,1,0.0,0.0
166,625.3,233.3,1,0.0,0.0
167,612.2,251.3,1,0.0,0.0
168,597.0,275.8,1,0.0,0.0
169,580.3,305.1,1,0.0,0.0
170,563.0,332.2,1,0.0,0.0
171,550.8,363.7,1,0.0,0.0
172,538.5,394.8,1,0.0,0.0
173,526.9,428.3,1,0.0,0.0
174,514.8,453.2,1,0.0,0.0
175,502.1,466.1,1,0.0,0.0
176,489.0,470.5,1,0.0,0.0
177,476.0,477.0,1,0.0,0.0
178,463.0,483.5,1,0.0,0.0
179,450.0,490.0,1,0.0,0.0
180,459.4,467.5,1,0.0,0.0
181,0.0,0.0,0,0.0,0.0
182,0.0,0.0,0,0.0,0.0
183,552.7,351.1,1,0.0,0.0
184,568.6,322.6,1,0.0,0.0
185,584.2,298.3,1,0.0,0.0
186,597.7,278.4,1,0.0,0.0
187,616.0,261.5,1,0.0,0.0
188,633.0,247.0,1,0.0,0.0
189,651.0,237.4,1,0.0,0.0
190,659.7,229.4,1,0.0,0.0
191,667.3,221.3,1,0.0,0.0
192,678.9,216.2,1,0.0,0.0
193,690.2,215.1,1,0.0,0.0
194,703.1,217.8,1,0.0,0.0
195,755.0,127.5,1,0.0,0.0
196,747.9,154.2,1,0.0,0.0
197,740.8,180.8,1,0.0,0.0
198,733.7,207.8,1,0.0,0.0
199,736.8,201.9,1,0.0,0.0
200,742.4,195.3,1,0.0,0.0
201,751.7,187.5,1,0.0,0.0
202,759.0,181.3,1,0.0,0.0
203,758.7,179.9,1,0.0,0.0
204,760.8,173.5,1,0.0,0.0
205,767.0,162.0,1,0.0,0.0
206,773.0,147.3,1,0.0,0.0
207,773.3,139.5,1,0.0,0.0
208,773.3,137.1,1,0.0,0.0
209,772.5,138.7,1,0.0,0.0
210,771.5,139.6,1,0.0,0.0
211,774.6,139.0,1,0.0,0.0
212,768.4,139.5,1,0.0,0.0
213,754.6,141.6,1,0.0,0.0
214,739.1,145.6,1,0.0,0.0
215,725.1,148.8,1,0.0,0.0
216,704.7,158.3,1,0.0,0.0
217,688.9,171.3,1,0.0,0.0
218,687.8,184.9,1,0.0,0.0
219,677.0,190.6,1,0.0,0.0
220,659.7,198.2,1,0.0,0.0
221,646.5,209.4,1,0.0,0.0
222,642.6,230.3,1,0.0,0.0
223,629.0,250.5,1,0.0,0.0
224,609.0,267.2,1,0.0,0.0
225,588.5,283.4,1,0.0,0.0
226,568.6,306.6,1,0.0,0.0
227,548.8,332.1,1,0.0,0.0
228,529.2,361.2,1,0.0,0.0
229,0.0,0.0,0,0.0,0.0
230,0.0,0.0,0,0.0,0.0
