frame,x,y,visible,interpolated,score
194,703.1,217.8,1,0,-3.268
195,755.0,127.5,1,0,-116.861
196,747.9,154.2,1,1,0.000
197,740.8,180.8,1,1,0.000
198,733.7,207.8,1,0,1.050
199,736.8,201.9,1,1,0.000
200,742.4,195.3,1,0,1.617
201,751.7,187.5,1,0,5.724
202,759.0,181.3,1,0,2.683
203,758.7,179.9,1,1,0.000
204,760.8,173.5,1,0,1.027
205,767.0,162.0,1,0,0.506
206,773.0,147.3,1,1,0.000
207,773.3,139.5,1,0,1.076
208,773.3,137.1,1,1,0.000
209,772.5,138.7,1,1,0.000
210,771.5,139.6,1,1,0.000
211,774.6,139.0,1,0,1.064
212,768.4,139.5,1,0,7.254
213,754.6,141.6,1,0,6.135
214,739.1,145.6,1,0,-51.243
215,725.1,148.8,1,0,-9.824
216,704.7,158.3,1,0,-1.361
217,688.9,171.3,1,0,-33.326
218,687.8,184.9,1,1,0.000
219,677.0,190.6,1,0,9.976
220,659.7,198.2,1,0,2.154
221,646.5,209.4,1,1,0.000
222,642.6,230.3,1,0,11.689
223,629.0,250.5,1,0,9.879
224,609.0,267.2,1,1,0.000
225,588.5,283.4,1,0,11.388
226,568.6,306.6,1,1,0.000
227,548.8,332.1,1,1,0.000
228,529.2,361.2,1,0,11.626
229,,,0,0,
230,,,0,0,
